waktu,price,kurs,GPRD
11/09/2024,66.6,15395,523.52
12/09/2024,68.15,15425,436.82
13/09/2024,67.75,15395,350.07
16/09/2024,69.02,15393.1,322.36
17/09/2024,69.96,15330,197.62
18/09/2024,69.88,15330,362.31
19/09/2024,71.16,15230,352.11
20/09/2024,71,15145,295.31
23/09/2024,69.61,15195,352.4
24/09/2024,70.84,15180,410.33
25/09/2024,69.13,15095,298.71
26/09/2024,67.19,15160,181.01
27/09/2024,67.67,15120,350.11
30/09/2024,67.77,15135,311.88
01/10/2024,69.39,15195,473.22
02/10/2024,69.69,15260,290.33
03/10/2024,73.17,15415,285.32
04/10/2024,73.68,15480,175.89
07/10/2024,76.47,15675,130.76
08/10/2024,72.98,15640,227.74
09/10/2024,72.59,15615,244.84
10/10/2024,75.11,15660,267.47
11/10/2024,74.85,15575,317.01
14/10/2024,73.24,15555,350.74
15/10/2024,70.01,15575,275.09
16/10/2024,69.82,15505,189.29
17/10/2024,70.09,15490,281.92
18/10/2024,68.69,15460,233.36
21/10/2024,70.04,15490,233.51
22/10/2024,71.74,15555,254.81
23/10/2024,70.37,15615,188.16
24/10/2024,69.84,15575,188.16
25/10/2024,71.35,15635,239.78
28/10/2024,66.98,15720,163.02
29/10/2024,66.81,15755,212.42
30/10/2024,68.18,15690,175.75
31/10/2024,68.81,15690,243.42
01/11/2024,69.08,15715,219.48
04/11/2024,71.03,15750,178.67
05/11/2024,71.56,15730,148.98
06/11/2024,71.24,15825,195.23
07/11/2024,71.96,15730,226.25
08/11/2024,70.11,15665,258.88
11/11/2024,67.92,15675,265.66
12/11/2024,67.97,15775,168.44
13/11/2024,68.26,15770,166.67
14/11/2024,68.53,15850,151.43
15/11/2024,66.92,15850,218.63
18/11/2024,69.17,15845,213.52
19/11/2024,69.24,15825,189.61
20/11/2024,68.75,15860,128.26
21/11/2024,69.77,15920,246.8
22/11/2024,70.77,15870,134.42
25/11/2024,68.58,15865,50.45
26/11/2024,68.44,15925,246.9
27/11/2024,68.35,15925,160.54
28/11/2024,68.35,15865,186.7
29/11/2024,67.72,15840,176.38
02/12/2024,67.84,15895,148.94
03/12/2024,69.54,15935,168.44
04/12/2024,68.19,15925,66.92
05/12/2024,67.96,15855,96.67
06/12/2024,66.98,15845,157.47
09/12/2024,68.09,15860,163.45
10/12/2024,68.27,15860,144.7
11/12/2024,69.87,15910,174.07
12/12/2024,69.66,15920,97.72
13/12/2024,70.82,15990,98.48
16/12/2024,70.29,15995,150.87
17/12/2024,69.65,16060,143.25
18/12/2024,70.02,16085,176.38
19/12/2024,69.38,16285,158.26
20/12/2024,69.02,16190,162.08
23/12/2024,68.81,16170,83.8
24/12/2024,69.64,16185,77.84
25/12/2024,69.64,16185,168.75
26/12/2024,69.23,16185,174.62
27/12/2024,70.18,16230,165.9
30/12/2024,70.53,16130,162.38
31/12/2024,71.25,16090,140.96
01/01/2025,71.25,16090,124.22
02/01/2025,72.5,16190,75.1
03/01/2025,73.21,16185,150.31
06/01/2025,72.92,16190,222.36
07/01/2025,73.57,16125,155.1
08/01/2025,72.67,16190,134.57
09/01/2025,73.24,16195,155.52
10/01/2025,75.75,16180,118.48
13/01/2025,77.3,16270,76.05
14/01/2025,76.37,16260,115.82
15/01/2025,78.71,16315,190.31
16/01/2025,78.68,16355,168.34
17/01/2025,77.88,16360,142.59
20/01/2025,77.88,16355,142.78
21/01/2025,75.89,16330,102.87
22/01/2025,75.44,16280,70.29
23/01/2025,74.62,16275,190.13
24/01/2025,74.66,16170,139.03
27/01/2025,73.17,16170,152.37
28/01/2025,73.77,16170,115.55
29/01/2025,72.62,16170,94.35
30/01/2025,72.73,16255,103.96
31/01/2025,72.53,16295,83.74
03/02/2025,73.16,16430,147.23
04/02/2025,72.7,16340,136.37
05/02/2025,71.03,16280,110.05
06/02/2025,70.61,16325,132.28
07/02/2025,71,16270,114.05
10/02/2025,72.01,16340,98.12
11/02/2025,73.08,16370,56.46
12/02/2025,71.24,16360,115.72
13/02/2025,71.14,16350,116.77
14/02/2025,70.71,16255,121.32
17/02/2025,70.71,16210,143.56
18/02/2025,71.85,16270,149.36
19/02/2025,72.25,16330,123.24
20/02/2025,72.57,16325,75.86
21/02/2025,70.4,16300,132
24/02/2025,70.7,16270,200.76
25/02/2025,68.93,16340,181.89
26/02/2025,68.62,16365,173.21
27/02/2025,70.35,16445,119.08
28/02/2025,69.76,16575,60.23
03/03/2025,68.37,16475,30.21
04/03/2025,68.26,16440,80.44
05/03/2025,66.31,16310,109.65
06/03/2025,66.36,16325,138.99
07/03/2025,67.04,16290,88.63
10/03/2025,65.68,16335,110.42
11/03/2025,65.93,16400,70.48
12/03/2025,67.38,16440,38.52
13/03/2025,66.27,16420,112.85
14/03/2025,66.91,16345,113.64
17/03/2025,67.37,16395,182.87
18/03/2025,66.9,16420,165.35
19/03/2025,67.16,16520,192.03
20/03/2025,68.26,16470,102.6
21/03/2025,68.28,16495,107.43
24/03/2025,69.11,16550,128.71
25/03/2025,69,16590,151.08
26/03/2025,69.65,16575,149.56
27/03/2025,69.92,16555,117.51
28/03/2025,69.36,16555,125.48
31/03/2025,71.48,16555,109.92
01/04/2025,71.2,16555,89.26
02/04/2025,71.71,16555,109.56
03/04/2025,66.95,16555,160.86
04/04/2025,61.99,16555,145.54
07/04/2025,60.7,16555,106.68
08/04/2025,59.58,16860,68.25
09/04/2025,62.35,16860,119.98
10/04/2025,60.07,16795,125.18
11/04/2025,61.5,16790,130.93
14/04/2025,61.05,16770,204.48
15/04/2025,60.75,16810,210.23
16/04/2025,62.47,16820,212.05
17/04/2025,64.68,16820,163.93
18/04/2025,64.68,16820,138.23
21/04/2025,63.08,16800,111.04
22/04/2025,64.31,16855,149.1
23/04/2025,62.27,16865,212.57
24/04/2025,62.79,16870,80.65
25/04/2025,63.02,16830,130.27
28/04/2025,62.05,16855,182.54
29/04/2025,60.42,16760,112.02
30/04/2025,58.21,16600,120.09
01/05/2025,59.24,16600,110.42
02/05/2025,58.29,16435,96.54
05/05/2025,57.13,16435,156.09
06/05/2025,59.09,16450,100.74
07/05/2025,58.07,16535,117.68
08/05/2025,59.91,16494,81.54
09/05/2025,61.02,16515,122.69
12/05/2025,61.56,16515,101.73
13/05/2025,63.25,16515,145.34
14/05/2025,62.68,16550,102.45
15/05/2025,61.15,16515,149.12
16/05/2025,61.97,16440,108.25
19/05/2025,62.69,16430,81.79
20/05/2025,62.56,16415,103.81
21/05/2025,61.57,16395,120.46
22/05/2025,61.2,16330,115.27
23/05/2025,61.53,16217.5,97.75
25/05/2025,61.93,16217.5,187.71
26/05/2025,61.49,16240,84.13
27/05/2025,60.89,16272.5,117.78
28/05/2025,61.84,16290,65.92
29/05/2025,60.94,16290,83.96
30/05/2025,60.79,16290,119.16
02/06/2025,62.52,16245,124.29
03/06/2025,63.41,16285,99.43
04/06/2025,62.85,16290,94.33
05/06/2025,63.37,16275,81.92
06/06/2025,64.58,16275,66.75
09/06/2025,64.22,16275,111.96
10/06/2025,63.91,16270,132.26
11/06/2025,66.9,16255,202.93
12/06/2025,66.64,16235,95.61
13/06/2025,71.29,16295,127.41
16/06/2025,71.77,16265,119.16
17/06/2025,74.84,16280,71.24
18/06/2025,75.14,16300,122.18
19/06/2025,73.82,16395,109.77
20/06/2025,74.93,16385,189.75
23/06/2025,68.51,16485,225.86
24/06/2025,64.37,16350,187.8
25/06/2025,64.92,16290,108.02
26/06/2025,65.24,16204,71.05
27/06/2025,65.52,16204,163.02
30/06/2025,65.11,16235,155.89
01/07/2025,65.45,16190,202.59
02/07/2025,67.45,16240,156.94
03/07/2025,67,16190,162.74
04/07/2025,66.49,16185,154.97
06/07/2025,65.91,16176,120.6
07/07/2025,67.93,16230,123.9
08/07/2025,68.33,16205,164.21
09/07/2025,68.18,16242.5,171.15
10/07/2025,67.18,16208.5,202.7
